image_name,scene,pitch,yaw,altitude,pred_error,ref_type,strategy,matching_method,inlier_count,retrieval_time,match_time,pnp_time,total_time
DJI_20240917112507_0404_D.JPG,QZ_Town,-89.5,-177.7,115.0,2.17978572624585,HIGH,TopN_Re-rank,RoMa,1357,0.014038269336407002,"[0.6545631885528564, 0.624159574508667, 0.6817386150360107, 0.7818517684936523, 0.7945313453674316]","[0.01200103759765625, 0.010999679565429688, 0.012002229690551758, 0.010000944137573242, 0.00899958610534668]",5.202440023422241
DJI_20240917112509_0405_D.JPG,QZ_Town,-89.5,-177.7,117.1,2.1549152694656906,HIGH,TopN_Re-rank,RoMa,1203,0.014226528314443735,"[0.7091672420501709, 0.6484065055847168, 0.7597677707672119, 0.7723121643066406, 0.8304183483123779]","[0.01399850845336914, 0.013010025024414062, 0.010001420974731445, 0.013999462127685547, 0.014514684677124023]",5.420647859573364
DJI_20240917112511_0406_D.JPG,QZ_Town,-89.5,-177.7,118.9,3.6175498278164215,HIGH,TopN_Re-rank,RoMa,1270,0.014742534268986095,"[0.6829745769500732, 0.6357834339141846, 0.6794154644012451, 0.661684513092041, 0.6761596202850342]","[0.011001348495483398, 0.012004852294921875, 0.010997533798217773, 0.007998943328857422, 0.011000394821166992]",5.011027574539185
DJI_20240917112513_0407_D.JPG,QZ_Town,-89.5,-177.7,120.7,3.28762891841629,HIGH,TopN_Re-rank,RoMa,1394,0.014179012179374695,"[0.9169087409973145, 0.9245169162750244, 0.7371878623962402, 0.715660810470581, 0.6342039108276367]","[0.012002944946289062, 0.0110015869140625, 0.009000778198242188, 0.013000726699829102, 0.021000146865844727]",5.441807270050049
DJI_20240917112515_0408_D.JPG,QZ_Town,-89.5,-177.7,121.0,3.5259557381230797,HIGH,TopN_Re-rank,RoMa,1300,0.01435619592666626,"[0.6353938579559326, 0.6883516311645508, 0.6250603199005127, 0.6466805934906006, 0.6849064826965332]","[0.009999990463256836, 0.012999296188354492, 0.010101556777954102, 0.010999202728271484, 0.011000394821166992]",4.834875583648682
DJI_20240917112518_0409_D.JPG,QZ_Town,-89.5,-178.0,120.2,3.615790037874599,HIGH,TopN_Re-rank,RoMa,1206,0.014308559894561767,"[0.8279869556427002, 0.6711547374725342, 0.8197383880615234, 0.9466841220855713, 0.7156548500061035]","[0.01100015640258789, 0.01100015640258789, 0.010998010635375977, 0.010999917984008789, 0.010998964309692383]",5.497159957885742
DJI_20240917112521_0410_D.JPG,QZ_Town,-89.5,-178.0,113.4,2.7230206251029774,HIGH,TopN_Re-rank,RoMa,874,0.013959764152444818,"[0.6577341556549072, 0.6433124542236328, 1.0360658168792725, 1.2176835536956787, 0.8546016216278076]","[0.010998010635375977, 0.010000228881835938, 0.012001991271972656, 0.011000394821166992, 0.008996963500976562]",6.08682918548584
DJI_20240917112522_0411_D.JPG,QZ_Town,-89.5,-178.0,113.3,2.464007531684729,HIGH,TopN_Re-rank,RoMa,832,0.014598831053703062,"[0.7444324493408203, 0.701361894607544, 1.427457332611084, 0.6786847114562988, 0.7290287017822266]","[0.011998176574707031, 0.011000633239746094, 0.010518074035644531, 0.010535478591918945, 0.011513233184814453]",6.036986589431763
DJI_20240917112524_0412_D.JPG,QZ_Town,-89.5,-178.0,113.3,3.8207735879313103,HIGH,TopN_Re-rank,RoMa,803,0.01410362797398721,"[0.7759349346160889, 0.6497013568878174, 0.6433811187744141, 0.6599631309509277, 0.6968557834625244]","[0.01152658462524414, 0.009517908096313477, 0.011529207229614258, 0.011513233184814453, 0.010515928268432617]",5.097493648529053
DJI_20240917112525_0413_D.JPG,QZ_Town,-89.5,-178.0,113.3,2.7816124695740383,HIGH,TopN_Re-rank,RoMa,879,0.013916889826456705,"[0.8840515613555908, 0.897263765335083, 0.6822316646575928, 0.8815093040466309, 0.653850793838501]","[0.02304530143737793, 0.01251220703125, 0.009516716003417969, 0.01100301742553711, 0.009997129440307617]",5.689508676528931
DJI_20240917112528_0414_D.JPG,QZ_Town,-89.5,168.1,113.3,1.5991338720247352,HIGH,TopN_Re-rank,RoMa,1017,0.014554389498450539,"[0.7802748680114746, 0.6642248630523682, 0.7085533142089844, 0.6280863285064697, 0.9680988788604736]","[0.011999845504760742, 0.009999990463256836, 0.012001276016235352, 0.012000799179077148, 0.008998870849609375]",5.414646148681641
DJI_20240917112531_0415_D.JPG,QZ_Town,-89.5,98.0,112.5,5.228958400359159,HIGH,TopN_Re-rank,RoMa,906,0.014465850453044092,"[0.732029914855957, 0.6795713901519775, 0.6909551620483398, 0.7579033374786377, 0.6267282962799072]","[0.012002944946289062, 0.010515451431274414, 0.009994983673095703, 0.012003421783447266, 0.013000249862670898]",5.129276990890503
